"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",8.345,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",8.428,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",8.528,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",8.41,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",8.284,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",8.164,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",8.121,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",8.06,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",8.02,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",7.989,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",8.038,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",8.121,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",8.128,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",8.193,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",8.271,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",8.357,,,
"Asia and the Pacific: Low income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",8.387,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",12.787,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",12.578,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",12.622,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",12.468,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",12.948,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",13.099,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",13.083,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",13.026,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",13.068,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",12.985,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",12.986,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",12.861,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",12.246,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",11.665,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",11.714,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",11.742,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",11.799,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",11.839,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",11.856,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",11.538,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",11.236,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",10.934,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",10.712,,,
"Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",10.438,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",20.236,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",20.183,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",20.178,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",20.189,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",19.986,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",19.91,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",19.744,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",19.61,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",19.547,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",19.964,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",20.08,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",20.251,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",19.86,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",19.511,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",19.118,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",18.928,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",18.862,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",18.082,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",17.364,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",16.558,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",16.151,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",16.201,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",16.863,,,
"Asia and the Pacific: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",17.37,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",15.053,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",15.082,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",15.096,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",15.242,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",15.367,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",15.616,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",15.767,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",15.909,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",16.142,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",16.182,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",16.202,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",16.215,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",16.442,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",16.516,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",16.632,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",17.609,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",17.872,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",18.043,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",18.12,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",18.453,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",18.842,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",19.125,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",19.775,,,
"Asia and the Pacific: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",20.256,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",20.814,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",20.769,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",20.767,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",20.826,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",20.499,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",20.404,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",20.3,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",20.21,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",20.128,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",20.611,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",20.85,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",21.099,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",20.747,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",20.379,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",19.968,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",19.819,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",19.719,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",18.849,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",18.063,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",17.351,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",16.89,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",16.873,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",17.637,,,
"Eastern Asia","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",18.248,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",21.753,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",21.698,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",21.677,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",21.748,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",21.333,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",21.184,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",21.023,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",20.892,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",20.768,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",21.328,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",21.591,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",21.874,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",21.43,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",20.999,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",20.514,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",20.212,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",20.058,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",19.023,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",18.105,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",17.244,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",16.648,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",16.59,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",17.372,,,
"Eastern Asia: Upper-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",18.012,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",16.508,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",16.542,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",16.453,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",16.585,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",16.738,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",16.919,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",17.1,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",17.193,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",17.346,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",17.31,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",17.343,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",17.305,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",17.536,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",17.543,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",17.597,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",18.539,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",18.806,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",18.968,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",18.998,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",19.246,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",19.656,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",19.888,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",20.584,,,
"Eastern Asia: High income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",21.047,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",14.096,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",13.99,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",14.259,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",14.026,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",13.932,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",13.851,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",13.586,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",13.295,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",13.28,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",13.007,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",12.516,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",12.453,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",12.26,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",12.279,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",12.218,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",12.38,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",12.395,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",12.469,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",12.375,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",11.94,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",12.081,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",12.282,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",12.319,,,
"South-Eastern Asia and the Pacific","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",12.172,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",14.29,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",14.126,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",14.867,,,
"South-Eastern Asia and the Pacific: Lower-middle income","ILO - Modelled Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",14.329,,,
